Rank,Title,Link,Abstract
560,Patient matching in treatment for alcohol dependence: is the null hypothesis still alive and well?,https://search.proquest.com/openview/579119d3c8496d75a0a8e104ade9b73f/1?pq-origsite=gscholar&cbl=37458,Hall believes that the effort to formulate and test the matching hypotheses in the alcohol treatment efficacy trial Project MATCH makes its failure to find matching effects a convincing null
561,improvements in outcome with chemotherapy alone in paediatric acute myeloid leukaemia: results of the United Kingdom Medical Research Council's 10th AML trial,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-2141.1998.00677.x,"Patients received four courses of intensive induction and  Allo-BMT was recommended for patients with a HLA-matched  entered patients into MRC AML10, without whom the trial would"
562,The effectiveness and cost effectiveness of the PAtient-Centred Team (PACT) model: study protocol of a prospective matched control before-and-after study,https://link.springer.com/article/10.1186/s12877-015-0133-x,"have been referred to the team as part of the test phase, but no patients have yet been enrolled in the trial. The team has been assigned office space at the hospital and has scheduled"
563,Matching patients to treatments or matching interventions to needs,https://www.torrossa.com/gs/resourceProxy?an=5018738&publisher=FZ7200#page=310,"More than 700 patients were randomized in the UKATT trial,  on patienttreatment matching demonstrated that patients with  a high conceptual level, while patients that showed a high"
564,HeartMate 3: real-world performance matches pivotal trial,https://academic.oup.com/eurheartj/article-abstract/41/39/3810/5911421,"patients were enrolled, of whom 463 patients constituted the primary implant cohort. Baseline characteristics in the HeartMate 3 arm of the MOMENTUM 3 trial  of male patients, a lower"
565,Automatic Segregation and Classification of Inclusion and Exclusion Criteria of Clinical Trials to Improve Patient Eligibility Matching,https://link.springer.com/chapter/10.1007/978-3-030-53352-6_27,For every clinical trial the eligibility requirements of a patient are specified in the form of  followed by matching of the trial descriptions mentioning the eligibility criteria and patients
566,"Allocation of patients to conditions in headache clinical trials: randomization, stratification, and treatment matching",https://headachejournal.onlinelibrary.wiley.com/doi/abs/10.1111/j.1526-4610.2005.05093.x,Assuming control over the allocation of patients to treatment conditions is a fundamental element of any comparative clinical trial. There are three critical considerations investigators
567,Propensity ScoreMatched Comparison With Stenting Versus Aggressive Medical Management for Preventing Recurrent Stroke in Intracranial Stenosis Trial,https://www.ingentaconnect.com/content/wk/neu/2023/00000092/00000006/art00015,"stenting arm using propensity score matching. Raw rate of complications using  ) trial, but patients were not directly matched. We did not find any significant difference between patients"
568,Association of matched sibling donor hematopoietic stem cell transplantation with transcranial Doppler velocities in children with sickle cell anemia,https://jamanetwork.com/journals/jama/article-abstract/2721177,"We also thank physicians who referred patients to centers involved in the trial: Fabienne Toutain, MD, Hpital de Rennes; Jean-Franois Brasme, MD, Hpital dAngers; Franois"
569,") for patients with coronary heart disease and asymptomatic individuals at high risk of cardiovascular disease: a paired, cluster-randomised controlled trial",https://www.thelancet.com/journals/lancet/article/PIIS0140673608608685/fulltext,"In a matched, cluster-randomised, controlled trial in eight European countries, six pairs of  (INT) or usual care (UC) for patients with coronary heart disease or those at high risk of"
570,"of patient outcome with the Minnesota Living with Heart Failure questionnaire: reliability and validity during a randomized, double-blind, placebo-controlled trial of",https://www.sciencedirect.com/science/article/pii/0002870392909866,A total of 198 patients were enrolled in this study at 20 centers. All subjects had a diagnosis of heart  The patients were on a stable medical regimen during the month before baseline
571,The effects of model misspecification in unanchored matching-adjusted indirect comparison: results of a simulation study,https://www.sciencedirect.com/science/article/pii/S1098301520301479,"A simulation study was designed based on an oncology example, where MAIC was used to account for differences between a contemporary trial in which patients had more favorable"
572,"in patients with advanced gastric cancer who have progressed following first-line therapy (GOLD): a double-blind, randomised, placebo-controlled, phase 3 trial",https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30682-4/fulltext,"Olaparib and matching placebo treatment were masked to patients, investigators, and study monitors. Masking was achieved by labelling the study medication with a unique number"
573,A propensity score matched analysis of open versus minimally invasive transthoracic esophagectomy in the Netherlands,https://journals.lww.com/annalsofsurgery/Fulltext/2017/11000/Effect_of_Esophageal_Cancer_Surgeon_Volume_on.20.aspx,"1727 patients were included. After propensity score matching the percentage of patients  MIRO trial), such patients being excluded from your analysis? Just to remind you that the MIRO"
574,"Corticosteroids for hospitalized patients with mild to critically-ill COVID-19: a multicenter, retrospective, propensity score-matched study",https://www.nature.com/articles/s41598-021-90246-y,"In the CoDEX trial, dexamethasone significantly increased the number of ventilator-free  -19 patients differed greatly among the covariates used in the propensity score matching method"
575,Alternating lenvatinib and trans-arterial therapy prolongs overall survival in patients with inter-mediate stage hepatocellular carcinoma: a propensity score matching,https://www.mdpi.com/2072-6694/13/1/160,"of patients with  trial, a global multicenter randomized phase 3 trial of LEN for HCC [13]. Kudo et al. had previously reported that LEN is associated with better OS than TACE in patients"
576,Molecular alterations and matched treatment in older patients: Results from the MOSCATO 01 trial,https://www.annalsofoncology.org/article/S0923-7534(19)50281-2/abstract,"% of the patients (7/22, one missing data). Among the 46 patients with actionable molecular alteration, median overall survival was better in the group of patient with matched therapy ("
577,A pair-matched comparison of return to pivoting sports at 1 year in anterior cruciate ligamentinjured patients after a nonoperative versus an operative treatment,https://journals.sagepub.com/doi/abs/10.1177/0363546512458424,patients performed 1 practice trial  matched study to compare return to pivoting sport rates for nonoperatively and operatively treated ACL-injured patients at a time when most patients
578,A pilot study evaluating concordance between blood-based and patient-matched tumor molecular testing within pancreatic cancer patients participating in the,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5663527/,"trial of pancreatic ductal adenocarcinoma (PDA) patients, we facilitated blood-based NGS testing of 34 patients  23 of these patients also underwent traditional tumor tissue-based NGS"
579,Safety and efficacy of digoxin: systematic review and meta-analysis of observational and controlled trial data,https://www.bmj.com/content/351/bmj.h4451.long,to use digoxin in sicker patients. Statistical adjustment of  score matching cannot replace randomised allocation.17  DIG Trial that digoxin does not reduce mortality in patients with
580,Robotic gastrectomy compared with laparoscopic gastrectomy for clinical stage I/II gastric cancer patients: a propensity score-matched analysis,https://link.springer.com/article/10.1007/s00268-020-05939-8,Patients with clinical stage I or II gastric cancer for whom curative gastrectomy with  trial. Patients who were included in the trial were requested to pay for the designated technology [8].
